List A,List B,Merged
"[7124, 3577, 7317, 3826]","[1299, 820, 1500, 1071]","[1299, 820, 7317, 3826]"
"[2479, 4498, 2677, 4743]","[4466, 820, 4674, 1073]","[2479, 820, 4674, 4743]"
"[5133, 3983, 5328, 4223]","[1210, 1731, 1398, 2087]","[1210, 1731, 5328, 4223]"
"[5376, 750, 5578, 969]","[2721, 3813, 2912, 4027]","[2721, 750, 5578, 4027]"
"[1729, 2669, 1832, 3004]","[1204, 2648, 1393, 3008]","[1204, 2648, 1832, 3008]"
"[336, 5148, 485, 5458]","[6357, 2428, 6454, 2710]","[336, 2428, 6454, 5458]"
"[2867, 2305, 2966, 2605]","[2960, 1302, 3070, 1680]","[2867, 1302, 3070, 2605]"
"[3704, 2018, 3787, 2286]","[1469, 1864, 1613, 2083]","[1469, 1864, 3787, 2286]"
"[3148, 2930, 3234, 3228]","[3350, 3730, 3439, 4028]","[3148, 2930, 3439, 4028]"
"[4157, 3190, 4304, 3465]","[5997, 708, 6090, 969]","[4157, 708, 6090, 3465]"
"[5502, 3953, 5650, 4235]","[3815, 796, 3917, 1063]","[3815, 796, 5650, 4235]"
"[1463, 2786, 1614, 3006]","[6908, 2415, 7064, 2706]","[1463, 2415, 7064, 3006]"
"[3077, 2295, 3241, 2607]","[3062, 3865, 3239, 4019]","[3062, 2295, 3241, 4019]"
"[751, 1778, 911, 2097]","[3176, 1373, 3329, 1687]","[751, 1373, 3329, 2097]"
"[5722, 796, 5893, 968]","[755, 2699, 905, 3005]","[755, 796, 5893, 3005]"
"[6566, 2420, 6722, 2705]","[5994, 2739, 6092, 3012]","[5994, 2420, 6722, 3012]"
"[1725, 1642, 1844, 2090]","[5579, 2923, 5812, 3107]","[1725, 1642, 5812, 3107]"
"[2819, 3368, 3010, 3626]","[1415, 329, 1604, 551]","[1415, 329, 3010, 3626]"
"[3508, 2784, 3688, 2999]","[2830, 4603, 3024, 4845]","[2830, 2784, 3688, 4845]"
"[2676, 1635, 2875, 1889]","[4677, 4034, 4868, 4291]","[2676, 1635, 4868, 4291]"
"[263, 876, 387, 1003]","[5457, 1721, 5566, 1973]","[263, 876, 5566, 1973]"
"[6956, 4529, 7110, 4671]","[6937, 3303, 7135, 3436]","[6937, 3303, 7135, 4671]"
"[264, 4525, 404, 4660]","[1862, 2489, 2009, 2622]","[264, 2489, 2009, 4660]"
"[7399, 4550, 7611, 4660]","[1880, 1368, 2016, 1499]","[1880, 1368, 7611, 4660]"
"[1411, 2503, 1583, 2625]","[407, 3302, 550, 3437]","[407, 2503, 1583, 3437]"
"[1619, 3622, 1865, 3725]","[3313, 3739, 3514, 3860]","[1619, 3622, 3514, 3860]"
"[2904, 856, 3040, 983]","[3832, 958, 3986, 1082]","[2904, 856, 3986, 1082]"
"[1406, 3629, 1581, 3739]","[5468, 1533, 5558, 1683]","[1406, 1533, 5558, 3739]"
"[2052, 2484, 2204, 2626]","[3235, 874, 3492, 964]","[2052, 874, 3492, 2626]"
"[2540, 3620, 2803, 3721]","[5464, 2650, 5558, 2899]","[2540, 2650, 5558, 3721]"
"[16664, 3319, 6932, 3422]","[14093, 957, 4315, 1084]","[14093, 957, 6932, 3422]"
"[7575, 3644, 7718, 3833]","[3881, 3024, 4029, 3103]","[3881, 3024, 7718, 3833]"
"[7576, 2626, 7716, 2805]","[7098, 2388, 7242, 2514]","[7098, 2388, 7716, 2805]"
"[867, 2115, 1030, 2191]","[5436, 1185, 5564, 1334]","[867, 1185, 5564, 2191]"
"[3088, 850, 3239, 978]","[3507, 878, 3697, 984]","[3088, 850, 3697, 984]"
"[786, 679, 1042, 1135]","[1615, 2503, 1867, 2604]","[786, 679, 1867, 2604]"
"[6469, 3270, 6660, 3434]","[5445, 2948, 5581, 3080]","[5445, 2948, 6660, 3434]"
"[2837, 3602, 2992, 3746]","[1441, 555, 1564, 670]","[1441, 555, 2992, 3746]"
"[3527, 2994, 3673, 3128]","[2850, 4828, 3002, 4975]","[2850, 2994, 3673, 4975]"
"[2704, 2095, 2849, 2233]","[4702, 4424, 4850, 4563]","[2704, 2095, 4850, 4563]"
"[263, 876, 387, 1003]","[5457, 1721, 5566, 1973]","[263, 876, 5566, 1973]"
"[6956, 4529, 7110, 4671]","[6937, 3303, 7135, 3436]","[6937, 3303, 7135, 4671]"
"[264, 4525, 404, 4660]","[1862, 2489, 2009, 2622]","[264, 2489, 2009, 4660]"
"[7399, 4550, 7611, 4660]","[1880, 1368, 2016, 1499]","[1880, 1368, 7611, 4660]"
"[1411, 2503, 1583, 2625]","[407, 3302, 550, 3437]","[407, 2503, 1583, 3437]"
"[5581, 1771, 5841, 1929]","[6953, 4248, 7117, 4558]","[5581, 1771, 7117, 4558]"
"[6947, 2955, 7125, 3303]","[240, 4287, 426, 4541]","[240, 2955, 7125, 4541]"
"[1892, 2313, 1988, 2488]","[7428, 4203, 7530, 4537]","[1892, 2313, 7530, 4537]"
"[1874, 1114, 2022, 1365]","[1468, 2243, 1552, 2502]","[1468, 1114, 2022, 2502]"
"[381, 3064, 577, 3306]","[1665, 3332, 1827, 3621]","[381, 3064, 1827, 3621]"
"[3352, 3399, 3442, 3735]","[2892, 646, 3066, 854]","[2892, 646, 3442, 3735]"
"[3868, 780, 3957, 984]","[1465, 3373, 1553, 3614]","[1465, 780, 3957, 3614]"
"[5581, 1566, 5834, 1660]","[2045, 2275, 2221, 2491]","[2045, 1566, 5834, 2491]"
"[3297, 562, 3438, 868]","[2600, 3330, 2752, 3618]","[2600, 562, 3438, 3618]"
"[5577, 2699, 5850, 2856]","[6725, 3090, 6871, 3310]","[5577, 2699, 6871, 3310]"
"[4161, 601, 4253, 962]","[7723, 3710, 8030, 3797]","[4161, 601, 8030, 3797]"
"[3909, 2735, 4002, 3007]","[7727, 2684, 7948, 2769]","[3909, 2684, 7948, 3007]"
"[7094, 2114, 7245, 2383]","[903, 1829, 994, 2102]","[903, 1829, 7245, 2383]"
"[5579, 1207, 5916, 1293]","[3131, 672, 3208, 856]","[3131, 672, 5916, 1293]"
"[3549, 596, 3648, 864]","[979, 378, 1074, 644]","[979, 378, 3648, 864]"
"[1666, 2189, 1827, 2502]","[6510, 2878, 6611, 3300]","[1666, 2189, 6611, 3300]"
"[5579, 2923, 5812, 3107]","[2819, 3368, 3010, 3626]","[2819, 2923, 5812, 3626]"
"[1415, 329, 1604, 551]","[3508, 2784, 3688, 2999]","[1415, 329, 3688, 2999]"
"[2830, 4603, 3024, 4845]","[2676, 1635, 2875, 1889]","[2676, 1635, 3024, 4845]"
"[4677, 4034, 4868, 4291]","[229, 416, 424, 654]","[229, 416, 4868, 4291]"
"[5581, 1771, 5841, 1929]","[6953, 4248, 7117, 4558]","[5581, 1771, 7117, 4558]"
"[6947, 2955, 7125, 3303]","[240, 4287, 426, 4544]","[240, 2955, 7125, 4544]"
"[1892, 2313, 1988, 2488]","[7428, 4203, 7530, 4537]","[1892, 2313, 7530, 4537]"
"[1871, 1114, 2022, 1365]","[1468, 2243, 1552, 2502]","[1468, 1114, 2022, 2502]"
"[1619, 3622, 1865, 3725]","[3313, 3739, 3514, 3860]","[1619, 3622, 3514, 3860]"
"[2904, 856, 3040, 983]","[3832, 958, 3986, 1082]","[2904, 856, 3986, 1082]"
"[1406, 3629, 1581, 3739]","[5468, 1533, 5558, 1683]","[1406, 1533, 5558, 3739]"
"[2052, 2484, 2204, 2626]","[3235, 874, 3492, 964]","[2052, 874, 3492, 2626]"
"[2540, 3620, 2803, 3721]","[5464, 2650, 5558, 2899]","[2540, 2650, 5558, 3721]"
"[16664, 3319, 6932, 3422]","[14093, 957, 4315, 1084]","[14093, 957, 6932, 3422]"
"[7575, 3644, 7718, 3833]","[3881, 3024, 4029, 3103]","[3881, 3024, 7718, 3833]"
"[7576, 2626, 7716, 2805]","[7098, 2388, 7242, 2514]","[7098, 2388, 7716, 2805]"
"[867, 2115, 1030, 2191]","[5436, 1185, 5564, 1334]","[867, 1185, 5564, 2191]"
"[3088, 850, 3239, 978]","[3507, 878, 3697, 984]","[3088, 850, 3697, 984]"
"[786, 679, 1042, 1135]","[1615, 2503, 1867, 2604]","[786, 679, 1867, 2604]"
"[6469, 3270, 6660, 3434]","[512, 1842, 632, 1913]","[512, 1842, 6660, 3434]"
"[1272, 1390, 1333, 1449]","[1637, 1755, 1697, 1812]","[1272, 1390, 1697, 1812]"
"[1639, 194, 1699, 252]","[2055, 195, 2117, 252]","[1639, 194, 2117, 252]"
"[1378, 1155, 1438, 1214]","[1170, 193, 1228, 250]","[1170, 193, 1438, 1214]"
"[2313, 1102, 2376, 1161]","[2062, 409, 2107, 529]","[2062, 409, 2376, 1161]"
"[1284, 1605, 1324, 1724]","[1647, 408, 1691, 528]","[1284, 408, 1691, 1724]"
"[2052, 552, 2097, 623]","[1374, 731, 1416, 800]","[1374, 552, 2097, 800]"
"[1184, 311, 1210, 376]","[1637, 551, 1679, 622]","[1184, 311, 1679, 622]"
"[1273, 1749, 1312, 1816]","[804, 1747, 844, 1820]","[804, 1747, 1312, 1820]"
"[2311, 976, 2360, 1050]","[1167, 549, 1208, 620]","[1167, 549, 2360, 1050]"
"[1178, 409, 1219, 527]","[544, 730, 585, 802]","[544, 409, 1219, 802]"
"[2310, 734, 2358, 805]","[1274, 1505, 1314, 1574]","[1274, 734, 2358, 1574]"
"[805, 1410, 861, 1466]","[1390, 1011, 1426, 1129]","[805, 1011, 1426, 1466]"
"[554, 832, 596, 951]","[806, 1512, 845, 1575]","[554, 832, 845, 1575]"
"[1665, 3332, 1827, 3621]","[3352, 3399, 3442, 3735]","[1665, 3332, 3442, 3735]"
"[2892, 646, 3066, 854]","[3868, 780, 3957, 984]","[2892, 646, 3957, 984]"
"[1465, 3373, 1553, 3614]","[5581, 1566, 5834, 1660]","[1465, 1566, 5834, 3614]"
"[2045, 2275, 2221, 2491]","[3297, 562, 3438, 868]","[2045, 562, 3438, 2491]"
"[2600, 3330, 2752, 3618]","[5577, 2699, 5850, 2856]","[2600, 2699, 5850, 3618]"
"[6725, 3090, 6871, 3310]","[4161, 601, 4253, 962]","[4161, 601, 6871, 3310]"
"[7723, 3710, 8030, 3797]","[3909, 2735, 4002, 3007]","[3909, 2735, 8030, 3797]"
"[7727, 2684, 7948, 2769]","[7094, 2114, 7245, 2383]","[7094, 2114, 7948, 2769]"
"[903, 1829, 994, 2102]","[5579, 1207, 5916, 1293]","[903, 1207, 5916, 2102]"
"[3131, 672, 3208, 856]","[3549, 596, 3648, 864]","[3131, 596, 3648, 864]"
"[979, 378, 1074, 644]","[1666, 2189, 1827, 2502]","[979, 378, 1827, 2502]"
"[6510, 2878, 6611, 3300]","[533, 1761, 610, 1846]","[533, 1761, 6611, 3300]"
"[1333, 1370, 1441, 1465]","[1692, 1734, 1803, 1833]","[1333, 1370, 1803, 1833]"
"[1697, 172, 1803, 272]","[2110, 173, 2219, 271]","[1697, 172, 2219, 272]"
"[1439, 1135, 1562, 1238]","[1227, 176, 1333, 270]","[1227, 176, 1562, 1238]"
"[2368, 1098, 2505, 1169]","[2109, 424, 2255, 505]","[2109, 424, 2505, 1169]"
"[1330, 1621, 1475, 1699]","[1695, 425, 1840, 506]","[1330, 425, 1840, 1699]"
"[2114, 564, 2242, 607]","[1436, 728, 1594, 808]","[1436, 564, 2242, 808]"
"[1230, 322, 1360, 365]","[1698, 564, 1829, 607]","[1230, 322, 1829, 607]"
"[1337, 1759, 1461, 1806]","[862, 1760, 991, 1804]","[862, 1759, 1461, 1806]"
"[2374, 988, 2500, 1033]","[1230, 563, 1358, 606]","[1230, 563, 2500, 1033]"
"[1228, 426, 1376, 504]","[604, 746, 736, 790]","[604, 426, 1376, 790]"
"[2374, 745, 2504, 792]","[1335, 1517, 1459, 1564]","[1335, 745, 2504, 1564]"
"[862, 1369, 966, 1471]","[1434, 1022, 1573, 1103]","[862, 1022, 1573, 1471]"
"[605, 849, 746, 932]","[865, 1518, 1006, 1562]","[605, 849, 1006, 1562]"
"[1357, 818, 1417, 888]","[1636, 314, 1679, 381]","[1357, 314, 1679, 888]"
"[1380, 914, 1432, 967]","[2051, 314, 2095, 380]","[1380, 314, 2095, 967]"
"[2322, 827, 2368, 951]","[817, 1607, 854, 1723]","[817, 827, 2368, 1723]"
"[4809, 1384, 4878, 1451]","[4340, 1385, 4406, 1445]","[4340, 1384, 4878, 1451]"
"[4182, 2594, 4250, 2710]","[3876, 1796, 3922, 1879]","[3876, 1796, 4250, 2710]"
"[4081, 599, 4125, 673]","[3716, 2736, 3760, 2811]","[3716, 599, 4125, 2811]"
"[4964, 244, 5034, 303]","[4550, 599, 4597, 674]","[4550, 244, 5034, 674]"
"[4965, 602, 5015, 676]","[1584, 2376, 1644, 2436]","[1584, 602, 5015, 2436]"
"[1688, 601, 1729, 673]","[3336, 2849, 3408, 2897]","[1688, 601, 3408, 2897]"
"[2514, 3265, 2583, 3315]","[3247, 1975, 3292, 2048]","[2514, 1975, 3292, 3315]"
"[2677, 2734, 2721, 2815]","[2105, 2734, 2149, 2810]","[2105, 2734, 2721, 2815]"
"[2830, 1914, 2899, 1960]","[4189, 2736, 4231, 2806]","[2830, 1914, 4231, 2806]"
"[4657, 2438, 4719, 2522]","[1062, 2734, 1105, 2814]","[1062, 2438, 4719, 2814]"
"[2104, 2378, 2162, 2437]","[696, 2912, 741, 2992]","[696, 2378, 2162, 2992]"
"[2674, 2598, 2743, 2710]","[5123, 2440, 5185, 2526]","[2674, 2440, 5185, 2710]"
"[5124, 2737, 5170, 2807]","[2100, 2594, 2166, 2709]","[2100, 2594, 5170, 2807]"
"[1064, 2375, 1121, 2436]","[696, 3014, 763, 3138]","[696, 2375, 1121, 3138]"
"[2990, 1157, 3049, 1214]","[4250, 3058, 4282, 3122]","[2990, 1157, 4282, 3122]"
"[3402, 3539, 3452, 3625]","[1058, 2593, 1125, 2713]","[1058, 2593, 3452, 3625]"
"[5133, 2599, 5180, 2710]","[1061, 2497, 1105, 2563]","[1061, 2497, 5180, 2710]"
"[2989, 1035, 3032, 1100]","[3242, 2082, 3319, 2204]","[2989, 1035, 3319, 2204]"
"[1438, 841, 1574, 867]","[1694, 319, 1840, 365]","[1438, 319, 1840, 867]"
"[1437, 883, 1613, 1001]","[2111, 317, 2260, 365]","[1437, 317, 2260, 1001]"
"[2373, 850, 2517, 930]","[862, 1624, 1003, 1702]","[862, 850, 2517, 1702]"
"[4876, 1373, 5003, 1465]","[4414, 1369, 4528, 1466]","[4414, 1369, 5003, 1466]"
"[4251, 2609, 4328, 2693]","[3962, 1801, 4098, 1879]","[3962, 1801, 4328, 2693]"
"[4149, 618, 4272, 665]","[3775, 2751, 3918, 2798]","[3775, 618, 4272, 2798]"
"[5029, 233, 5138, 322]","[4610, 612, 4744, 664]","[4610, 233, 5138, 664]"
"[5032, 614, 5163, 662]","[1642, 2371, 1787, 2450]","[1642, 614, 5163, 2450]"
"[1756, 618, 1881, 660]","[3356, 2704, 3403, 2842]","[1756, 618, 3403, 2842]"
"[2536, 3114, 2574, 3261]","[3305, 1997, 3444, 2042]","[2536, 1997, 3444, 3261]"
"[2742, 2754, 2866, 2799]","[2168, 2755, 2289, 2797]","[2168, 2754, 2866, 2799]"
"[2844, 1760, 2890, 1899]","[4244, 2751, 4380, 2799]","[2844, 1760, 4380, 2799]"
"[4691, 2400, 5018, 2539]","[1130, 2754, 1261, 2798]","[1130, 2400, 5018, 2798]"
"[3417, 562, 3465, 705]","[2163, 2372, 2312, 2453]","[2163, 562, 3465, 2453]"
"[764, 2934, 893, 297]","[4242, 2409, 4558, 2538]","[764, 2409, 4558, 2538]"
"[1385, 610, 1513, 664]","[2738, 2613, 2844, 2694]","[1385, 610, 2844, 2694]"
"[5174, 2410, 5521, 2534]","[5189, 2753, 5322, 2798]","[5174, 2410, 5521, 2798]"
"[2161, 2610, 2251, 2692]","[1415, 2371, 1267, 2454]","[1415, 2371, 2251, 2692]"
"[753, 3037, 843, 3124]","[2741, 2509, 2866, 2552]","[753, 2509, 2866, 3124]"
"[5031, 369, 5177, 421]","[3056, 1147, 3213, 1218]","[3056, 369, 5177, 1218]"
"[4299, 3065, 4418, 3114]","[3466, 3555, 3602, 3604]","[3466, 3065, 4418, 3604]"
"[1126, 2611, 1209, 2694]","[5190, 2613, 5338, 2699]","[1126, 2611, 5338, 2699]"
"[1128, 2510, 1278, 2554]","[4153, 476, 4298, 563]","[1128, 476, 4298, 2554]"
"[3052, 1043, 3207, 1085]","[3311, 2106, 3395, 2182]","[3052, 1043, 3395, 2182]"
"[1752, 474, 1892, 559]","[3054, 897, 3203, 986]","[1752, 474, 3203, 986]"
"[4975, 454, 5026, 578]","[2674, 2375, 2737, 2437]","[2674, 454, 5026, 2437]"
"[4558, 453, 4607, 577]","[2100, 2499, 2147, 2571]","[2100, 453, 4607, 2571]"
"[2956, 328, 3083, 399]","[2415, 1933, 2480, 1996]","[2415, 328, 3083, 1996]"
"[2572, 1143, 2636, 1206]","[1375, 1098, 1435, 1157]","[1375, 1098, 2636, 1206]"
"[1428, 1927, 1469, 1998]","[1427, 2176, 1469, 2268]","[1427, 1927, 1469, 2268]"
"[855, 1093, 898, 1183]","[685, 2420, 749, 2483]","[685, 1093, 898, 2483]"
"[1386, 523, 1428, 633]","[1376, 668, 1420, 756]","[1376, 523, 1428, 756]"
"[2582, 517, 2627, 638]","[1429, 2299, 1490, 2361]","[1429, 517, 2627, 2361]"
"[3147, 1745, 3192, 1820]","[2572, 668, 2619, 755]","[2572, 668, 3192, 1820]"
"[2572, 416, 2618, 491]","[1440, 2025, 1479, 2147]","[1440, 416, 2618, 2147]"
"[1376, 419, 1421, 490]","[1470, 1447, 1543, 1490]","[1376, 419, 1543, 1490]"
"[1948, 1330, 1990, 1405]","[958, 1510, 1003, 1589]","[958, 1330, 1990, 1589]"
"[1947, 974, 2007, 1034]","[1896, 1925, 1939, 1999]","[1896, 974, 2007, 1999]"
"[1896, 2201, 1956, 2288]","[857, 1328, 900, 1407]","[857, 1328, 1956, 2288]"
"[857, 972, 916, 1035]","[1389, 947, 1427, 1060]","[857, 947, 1427, 1060]"
"[2584, 993, 2624, 1109]","[864, 1189, 907, 1307]","[864, 993, 2624, 1307]"
"[1960, 1186, 2002, 1304]","[3155, 1604, 3201, 1726]","[1960, 1186, 3201, 1726]"
"[959, 1756, 1002, 1827]","[1353, 757, 1417, 819]","[959, 757, 1417, 1827]"
"[1905, 2026, 1947, 2148]","[3614, 658, 3676, 718]","[1905, 658, 3676, 2148]"
"[2207, 1675, 2270, 1735]","[960, 1755, 1017, 1813]","[960, 1675, 2270, 1813]"
"[2729, 1677, 2791, 1736]","[1117, 711, 1175, 771]","[1117, 711, 2791, 1736]"
"[960, 2160, 1003, 2244]","[2572, 711, 2637, 769]","[960, 711, 2637, 2244]"
"[2209, 712, 2268, 770]","[543, 710, 604, 770]","[543, 710, 2268, 770]"
"[1689, 712, 1750, 770]","[1117, 1070, 1157, 1145]","[1117, 712, 1750, 1145]"
"[2727, 1248, 2773, 1325]","[540, 2342, 585, 2426]","[540, 1248, 2773, 2426]"
"[2729, 2370, 2881, 2454]","[4613, 475, 4763, 561]","[2729, 475, 4763, 2454]"
"[2162, 2510, 2336, 2553]","[2975, 254, 3062, 338]","[2162, 254, 3062, 2553]"
"[2482, 1920, 2591, 2014]","[2638, 1126, 2743, 1222]","[2482, 1126, 2743, 2014]"
"[1436, 1078, 1548, 1174]","[1492, 1945, 1622, 1988]","[1436, 1078, 1622, 1988]"
"[1491, 2188, 1644, 2234]","[915, 1100, 1080, 1148]","[915, 1100, 1644, 2234]"
"[867, 2401, 985, 2499]","[1445, 537, 1579, 618]","[867, 537, 1579, 2499]"
"[1437, 649, 1616, 749]","[2641, 538, 2776, 619]","[1437, 538, 2776, 749]"
"[1490, 2294, 1629, 2371]","[3210, 1763, 3341, 1809]","[1490, 1763, 3341, 2371]"
"[2636, 649, 2817, 749]","[2633, 433, 2764, 478]","[2633, 433, 2817, 749]"
"[1490, 2049, 1632, 2129]","[1436, 434, 1567, 477]","[1436, 434, 1632, 2129]"
"[1486, 1294, 1532, 1430]","[2010, 1346, 2142, 1390]","[1486, 1294, 2142, 1430]"
"[1019, 1529, 1149, 1575]","[2017, 973, 2180, 1033]","[1019, 973, 2180, 1575]"
"[1959, 1947, 2092, 1989]","[1969, 2203, 2285, 2326]","[1959, 1947, 2285, 2326]"
"[919, 1344, 1049, 1391]","[920, 963, 1049, 1045]","[919, 963, 1049, 1391]"
"[1438, 964, 1575, 1047]","[2637, 1012, 2774, 1095]","[1438, 964, 2774, 1095]"
"[914, 1206, 1057, 1289]","[2013, 1206, 2154, 1287]","[914, 1206, 2154, 1289]"
"[3207, 1624, 3350, 1704]","[1018, 1760, 1187, 1808]","[1018, 1624, 3350, 1808]"
"[1433, 775, 1572, 796]","[1961, 2050, 2100, 2130]","[1433, 775, 2100, 2130]"
"[3679, 641, 3798, 736]","[2263, 1655, 2393, 1752]","[2263, 641, 3798, 1752]"
"[1021, 1737, 1143, 1832]","[2787, 1655, 2915, 1759]","[1021, 1655, 2915, 1832]"
"[1175, 697, 1286, 790]","[1020, 2161, 1180, 2244]","[1020, 697, 1286, 2244]"
"[2632, 690, 2745, 791]","[2271, 693, 2381, 791]","[2271, 690, 2745, 791]"
"[603, 699, 714, 789]","[1750, 690, 1857, 786]","[603, 690, 1857, 789]"
"[1179, 1069, 1375, 1147]","[2795, 1253, 2953, 1329]","[1179, 1069, 2953, 1329]"
"[1700, 922, 1741, 1044]","[3611, 1624, 3679, 1687]","[1700, 922, 3679, 1687]"
"[2573, 1070, 2616, 1145]","[2208, 834, 2252, 916]","[2208, 834, 2616, 1145]"
"[1688, 1070, 1730, 1145]","[541, 2163, 586, 2252]","[541, 1070, 1730, 2252]"
"[3614, 1250, 3660, 1329]","[3615, 1067, 3661, 1144]","[3614, 1067, 3661, 1329]"
"[547, 1069, 583, 1141]","[551, 2444, 594, 2567]","[547, 1069, 594, 2567]"
"[543, 1807, 600, 1865]","[2207, 1070, 2253, 1144]","[543, 1070, 2253, 1865]"
"[3142, 1187, 3214, 1231]","[2740, 1530, 2779, 1637]","[2740, 1187, 3214, 1637]"
"[3610, 1501, 3660, 1590]","[2581, 923, 2625, 1046]","[2581, 923, 3660, 1590]"
"[3623, 760, 3665, 866]","[2213, 1435, 2269, 1497]","[2213, 760, 3665, 1497]"
"[2220, 1529, 2257, 1635]","[554, 2017, 594, 2139]","[554, 1529, 2257, 2139]"
"[2732, 1433, 2792, 1494]","[971, 1845, 1007, 1966]","[971, 1433, 2792, 1966]"
"[2217, 922, 2260, 1044]","[3620, 1349, 3671, 1475]","[2217, 922, 3671, 1475]"
"[552, 928, 595, 1047]","[1759, 1257, 1783, 1323]","[552, 928, 1783, 1323]"
"[1125, 928, 1168, 1046]","[1685, 833, 1729, 896]","[1125, 833, 1729, 1046]"
"[2573, 835, 2620, 900]","[545, 835, 585, 893]","[545, 835, 2620, 900]"
"[3614, 904, 3674, 963]","[2709, 1337, 2772, 1411]","[2709, 904, 3674, 1411]"
"[3591, 984, 3656, 1052]","[1116, 823, 1156, 894]","[1116, 823, 3656, 1052]"
"[1791, 1654, 1854, 1718]","[1270, 1654, 1332, 1719]","[1270, 1654, 1854, 1719]"
"[753, 1655, 812, 1715]","[387, 1157, 429, 1251]","[387, 1157, 812, 1715]"
"[2517, 1142, 2562, 1213]","[3330, 1234, 3419, 1278]","[2517, 1142, 3419, 1278]"
"[750, 660, 796, 749]","[3566, 1912, 3644, 1957]","[750, 660, 3644, 1957]"
"[858, 2242, 898, 2326]","[750, 1767, 793, 1844]","[750, 1767, 898, 2326]"
"[1789, 1766, 1835, 1844]","[2414, 1031, 2497, 1074]","[1789, 1031, 2497, 1844]"
"[750, 2058, 792, 2139]","[2416, 664, 2495, 707]","[750, 664, 2495, 2139]"
"[1274, 2057, 1314, 2138]","[3562, 2381, 3643, 2427]","[1274, 2057, 3643, 2427]"
"[1748, 944, 1925, 1029]","[3684, 1616, 3808, 1692]","[1748, 944, 3808, 1692]"
"[2636, 1069, 2836, 1148]","[2270, 815, 2481, 913]","[2270, 815, 2836, 1148]"
"[1752, 1068, 1949, 1147]","[607, 2162, 820, 2243]","[607, 1068, 1949, 2243]"
"[3679, 1252, 3890, 1328]","[3675, 1069, 3836, 1146]","[3675, 1069, 3890, 1328]"
"[607, 1069, 799, 1146]","[608, 2465, 779, 2545]","[607, 1069, 799, 2545]"
"[607, 1803, 769, 1866]","[2272, 1069, 2471, 1146]","[607, 1069, 2471, 1866]"
"[3144, 945, 3225, 1165]","[2789, 1547, 2933, 1623]","[2789, 945, 3225, 1623]"
"[3678, 1508, 3841, 1555]","[2638, 947, 2809, 1028]","[2638, 947, 3841, 1555]"
"[3677, 771, 3820, 854]","[2272, 1407, 2453, 1520]","[2272, 771, 3820, 1520]"
"[2272, 1545, 2395, 1623]","[608, 2042, 779, 2122]","[608, 1545, 2395, 2122]"
"[2788, 1409, 2971, 1522]","[1021, 1864, 1163, 1946]","[1021, 1409, 2971, 1946]"
"[2272, 947, 2446, 1025]","[3678, 1373, 3881, 1453]","[2272, 947, 3881, 1453]"
"[604, 943, 780, 1028]","[1799, 1239, 2029, 1339]","[604, 943, 2029, 1339]"
"[1176, 947, 1349, 1027]","[1748, 815, 1960, 916]","[1176, 815, 1960, 1027]"
"[2635, 825, 2808, 907]","[602, 823, 771, 904]","[602, 823, 2808, 907]"
"[3676, 879, 3850, 987]","[2789, 1365, 2927, 1387]","[2789, 879, 3850, 1387]"
"[3680, 1006, 3809, 1031]","[1177, 822, 1366, 903]","[1177, 822, 3809, 1031]"
"[1847, 1635, 1976, 1734]","[1332, 1640, 1458, 1730]","[1332, 1635, 1976, 1734]"
"[812, 1635, 935, 1734]","[449, 1144, 668, 1240]","[449, 1144, 935, 1734]"
"[2586, 1141, 2800, 1225]","[3315, 995, 3416, 1221]","[2586, 995, 3416, 1225]"
"[815, 641, 1032, 743]","[3568, 1678, 3648, 1897]","[815, 641, 3648, 1897]"
"[919, 2241, 1129, 2324]","[814, 1765, 971, 1846]","[814, 1765, 1129, 2324]"
"[1856, 1767, 2012, 1845]","[2420, 784, 2501, 1020]","[1856, 784, 2501, 1845]"
"[816, 2024, 973, 2124]","[2419, 436, 2504, 654]","[816, 436, 2504, 2124]"
"[1332, 2025, 1491, 2126]","[3566, 2148, 3649, 2368]","[1332, 2025, 3649, 2368]"
"[3562, 1234, 3647, 1279]","[1270, 1767, 1314, 1844]","[1270, 1234, 3647, 1844]"
"[1790, 2058, 1833, 2137]","[2275, 1020, 2403, 1064]","[1790, 1020, 2403, 2137]"
"[1271, 1266, 1334, 1329]","[2063, 1012, 2127, 1073]","[1271, 1012, 2127, 1329]"
"[856, 1270, 915, 1328]","[747, 1872, 813, 1985]","[747, 1270, 915, 1985]"
"[387, 1271, 445, 1329]","[3423, 1903, 3549, 1949]","[387, 1271, 3549, 1949]"
"[2185, 1027, 2252, 1055]","[3419, 1226, 3553, 1271]","[2185, 1027, 3553, 1271]"
"[867, 1005, 906, 1129]","[396, 1005, 434, 1131]","[396, 1005, 906, 1131]"
"[1274, 1151, 1313, 1231]","[854, 1159, 898, 1232]","[854, 1151, 1313, 1232]"
"[1279, 1004, 1322, 1126]","[3206, 1219, 3278, 1282]","[1279, 1004, 3278, 1282]"
"[2433, 1708, 2494, 1732]","[3248, 2194, 3312, 2255]","[2433, 1708, 3312, 2255]"
"[3250, 1232, 3312, 1293]","[2832, 2194, 2896, 2257]","[2832, 1232, 3312, 2257]"
"[649, 1821, 688, 1909]","[804, 912, 847, 990]","[649, 912, 847, 1909]"
"[1429, 2195, 1491, 2257]","[803, 555, 861, 613]","[803, 555, 1491, 2257]"
